,brand_name,model,year,variant,distance,city,num_of_owners,price
2591,Jeep,Compass,2017,2.0 Limited 4X4,62135,Lucknow,2,13.4
2592,Maruti,Baleno,2018,1.2 CVT Alpha,27158,Lucknow,2,7.2
2593,Hyundai,Venue,2019,SX Plus Turbo DCT BSIV,41226,Lucknow,2,10.1
2594,Honda,City,2017,i VTEC V,58675,Lucknow,2,6.87
2595,Renault,KWID,2017,1.0 RXT,51585,Lucknow,2,3.18
2596,Hyundai,Venue,2020,SX Opt Diesel,48938,Lucknow,2,9.2
2597,Tata,Hexa,2018,XM,32354,Lucknow,2,10.1
2598,Hyundai,Grand_i10,2017,1.2 Kappa Sportz Option,21141,Lucknow,2,4.3
2599,Mahindra,Marazzo,2018,M8,61073,Lucknow,2,8.7
2600,Mahindra,XUV500,2017,R W10 FWD,109497,Lucknow,2,9.2
2601,Renault,Duster,2016,110PS Diesel RxZ AMT,64237,Lucknow,2,5.85
2602,Hyundai,EON,2016,Magna Plus,55462,Lucknow,2,2.45
2603,Renault,Lodgy,2015,110PS RxL,89648,Lucknow,2,4.4
2604,Renault,Duster,2013,85PS Diesel RxL Optional,119247,Lucknow,2,3.25
2605,Datsun,RediGO,2016,T Option,56461,Lucknow,2,2.05
2606,Maruti,Swift_Dzire,2015,VDI,84650,Lucknow,2,4.46
2607,Hyundai,EON,2018,Era Plus,52043,Lucknow,2,2.73
2608,Volkswagen,Polo,2015,1.5 TDI Highline,77025,Lucknow,2,4.0
2609,Volkswagen,Polo,2013,Diesel Comfortline 1.2L,79971,Lucknow,2,2.5
2610,Hyundai,Xcent,2014,1.2 Kappa S Option,28000,Lucknow,2,3.9
2611,Mahindra,XUV500,2017,R W10 FWD,49975,Lucknow,2,9.96
2612,Maruti,Alto_800,2017,LXI,71409,Lucknow,2,2.3
2613,Mahindra,KUV_100,2017,mFALCON G80 K2,39820,Lucknow,2,2.88
2614,Renault,Duster,2014,110PS Diesel RxL,110000,Lucknow,2,4.0
2615,Toyota,Camry,2016,Hybrid,97000,Lucknow,2,18.9
2616,Volkswagen,Polo,2012,Petrol Highline 1.2L,57000,Lucknow,2,3.5
2617,Maruti,Alto_800,2015,LXI,30497,Lucknow,2,2.02
2618,Hyundai,EON,2017,1.0 Era Plus,90000,Lucknow,2,2.55
2619,Volkswagen,Polo,2011,Diesel Trendline 1.2L,80000,Lucknow,2,1.5
2620,Maruti,Alto_K10,2011,LXI,70000,Lucknow,2,1.5
2621,Ford,Ecosport,2014,1.5 DV5 MT Titanium,80000,Lucknow,2,4.5
2622,Mahindra,Scorpio,2018,S5 BSIV,80000,Lucknow,2,11.35
2623,Mahindra,Scorpio,2018,S11 BSIV,100000,Lucknow,2,14.5
2624,Maruti,Swift_Dzire,2011,1.2 Vxi BSIV,60000,Lucknow,2,2.65
2625,Tata,New_Safari,2015,DICOR 2.2 EX 4x2,70000,Lucknow,2,5.2
2626,Tata,Safari_Storme,2015,LX,70000,Lucknow,2,5.2
2627,Honda,Civic,2007,1.8 S MT,95093,Lucknow,2,1.9
2628,Mahindra,Bolero,2006,DI DX 7 Seater,120000,Lucknow,2,1.75
2629,Tata,Nano,2012,LX SE,80000,Lucknow,2,0.45
2630,Maruti,Ertiga,2013,VDI,110000,Lucknow,2,4.4
2631,Hyundai,EON,2013,D Lite Plus,40000,Lucknow,2,2.0
2632,Mahindra,Bolero_Power,2018,SLE,50000,Lucknow,2,6.5
2633,Tata,Indigo,2008,LX Dicor,25000,Lucknow,2,2.5
2634,Chevrolet,Enjoy,2013,TCDi LS 7 Seater,100000,Lucknow,2,2.5
2635,Tata,Indica,2015,TDI LS,120000,Lucknow,2,1.6
2636,Toyota,Innova,2010,2.5 EV Diesel MS 7 Str BSIII,120000,Lucknow,2,4.2
2637,Honda,City,2010,1.5 S AT,60000,Lucknow,2,2.57
2638,Porsche,Cayenne,2012,S Diesel,120000,Lucknow,2,25.0
2639,Hyundai,i20,2013,1.4 CRDi Magna,98222,Lucknow,2,3.0
2640,Renault,Duster,2012,85PS Diesel RxL,106000,Lucknow,2,2.85
2641,Maruti,800,2002,Std,40000,Lucknow,2,0.37
2642,Maruti,Swift,2010,Ldi BSIII,120000,Lucknow,2,2.3
2643,Hyundai,i20,2015,Magna 1.2,27000,Lucknow,2,4.5
2644,Mahindra,Scorpio,2012,LX,120000,Lucknow,2,2.92
2645,Hyundai,EON,2017,Era Plus Option,50000,Lucknow,2,2.9
2646,Hyundai,Verna,2018,VTVT 1.6 SX,44000,Lucknow,2,9.0
2647,Maruti,Alto_K10,2011,LXI,113222,Lucknow,2,1.5
2648,Chevrolet,Sail,2016,1.2 Base,35000,Lucknow,2,2.3
2649,Mahindra,Quanto,2014,C8,100000,Lucknow,2,2.5
2650,BMW,5_Series,2013,530d M Sport,70000,Lucknow,2,19.5
2651,Maruti,Ertiga,2013,VDI,120000,Lucknow,2,5.0
2652,Mahindra,Scorpio,2014,LX,110000,Lucknow,2,4.0
2653,Maruti,Swift_Dzire,2012,VDi,60000,Lucknow,2,3.25
2654,Maruti,Swift_Dzire,2020,VDI,30000,Lucknow,2,7.0
2655,Tata,Zest,2017,Revotron 1.2T XM,30000,Lucknow,2,3.5
2656,Toyota,Innova_Crysta,2016,2.4 VX MT BSIV,120000,Lucknow,2,14.5
2657,Maruti,Alto_K10,2014,VXI,35000,Lucknow,2,2.2
2658,Maruti,Swift_Dzire,2010,VDi,90000,Lucknow,2,2.5
2659,Maruti,Swift_Dzire,2017,VDI,100000,Lucknow,2,6.0
2660,Maruti,Wagon_R,2011,LXI BSII,100000,Lucknow,2,3.0
2661,Datsun,GO_Plus,2018,D Petrol,40000,Lucknow,2,2.6
2662,Tata,New_Safari,2011,DICOR 2.2 EX 4x2 BS IV,68745,Lucknow,2,2.2
2663,Mercedes-Benz,E-Class,2016,E250 Edition E,40000,Lucknow,2,26.5
2664,Maruti,Celerio,2016,VDi,50000,Lucknow,2,3.13
2665,Maruti,Alto_800,2019,LXI,25000,Lucknow,2,2.9
2666,Maruti,800,2010,AC,70000,Lucknow,2,0.675
2667,Maruti,Alto_800,2016,LX,30000,Lucknow,2,1.46
2668,Mahindra,XUV500,2013,W8 AWD,70000,Lucknow,2,6.0
2669,Maruti,Alto_800,2017,LX,35000,Lucknow,2,1.98
2670,Hyundai,Creta,2017,1.6 VTVT AT SX Plus,62871,Gurgaon,1,9.85
2671,Toyota,Etios_Cross,2014,1.4L VD,92010,Gurgaon,1,3.47
2672,Maruti,Wagon_R,2016,VXI BS IV,58908,Gurgaon,1,3.11
2673,Hyundai,Verna,2016,1.6 CRDi S,88951,Gurgaon,1,6.67
2674,Skoda,Rapid,2020,1.0 TSI Style,8826,Gurgaon,1,10.49
2675,Hyundai,Santro,2019,Sportz CNG BSIV,17119,Gurgaon,1,5.24
2676,Hyundai,Santro,2020,Sportz CNG,38966,Gurgaon,1,5.96
2677,Maruti,Ignis,2021,Zeta AMT,1013,Gurgaon,1,7.2
2678,Hyundai,Creta,2018,1.6 VTVT E Plus,45222,Gurgaon,1,9.49
2679,Hyundai,Grand_i10,2015,AT Asta,47477,Gurgaon,1,4.75
2680,Maruti,Ciaz,2016,AT ZXi,38093,Gurgaon,1,7.5
2681,Hyundai,Creta,2018,1.6 SX,28653,Gurgaon,1,10.22
2682,Hyundai,Creta,2016,1.6 VTVT SX Plus,42785,Gurgaon,1,8.91
2683,Maruti,Alto_800,2021,VXI,11413,Gurgaon,1,4.4
2684,Mercedes-Benz,GLE,2020,300d,6000,Gurgaon,1,90.0
2685,Mercedes-Benz,E-Class,2017,Exclusive E 200,49000,Gurgaon,1,45.0
2686,Volvo,XC60,2019,Inscription D5 BSIV,44500,Gurgaon,1,53.0
2687,Isuzu,D-Max,2018,High,34000,Gurgaon,1,17.75
2688,BMW,7_Series,2017,740Li,48000,Gurgaon,1,65.0
2689,BMW,X7,2020,xDrive 40i,29500,Gurgaon,1,1.1799999999999999e-05
2690,Maruti,Vitara_Brezza,2020,ZXI,26278,Gurgaon,1,10.5
2691,Maruti,Baleno,2019,Delta,35992,Gurgaon,1,6.9
2692,Tata,Harrier,2019,XZ BSIV,49973,Gurgaon,1,15.45
2693,Maruti,S-Presso,2020,VXI,5918,Gurgaon,1,4.75
2694,Hyundai,Grand_i10,2017,Magna,27303,Gurgaon,1,4.82
2695,Mahindra,Thar,2017,CRDe,32792,Gurgaon,1,8.01
2696,Hyundai,i10,2014,Magna 1.1L,40785,Gurgaon,1,2.7
2697,Maruti,Alto_K10,2018,VXI,49800,Gurgaon,1,3.45
2698,Maruti,Swift_Dzire,2014,ZXI,84805,Gurgaon,1,4.1
2699,Tata,Tiago,2019,XZA,18213,Gurgaon,1,5.6
2700,Toyota,Glanza,2019,V CVT,24987,Gurgaon,1,8.25
2701,Toyota,Etios_Liva,2013,GD,108680,Gurgaon,1,3.1
2702,Tata,Altroz,2021,XZ,26780,Gurgaon,1,7.7
2703,Hyundai,Santro,2019,Sportz BSIV,29601,Gurgaon,1,4.79
2704,Toyota,Innova_Crysta,2019,2.4 GX MT,39049,Gurgaon,1,17.22
2705,Honda,City,2015,i VTEC CVT VX,61969,Gurgaon,1,7.18
2706,Maruti,Baleno,2016,1.2 Alpha,42789,Gurgaon,1,5.85
2707,Toyota,Innova_Crysta,2017,2.4 VX MT 8 STR,34941,Gurgaon,1,17.46
2708,Mahindra,XUV500,2018,W9 2WD,76342,Gurgaon,1,12.24
2709,Maruti,Swift,2017,LXI Optional-O,24422,Gurgaon,1,4.65
2710,Hyundai,i20,2017,1.2 Magna Executive,93131,Gurgaon,1,5.42
2711,Renault,Duster,2013,85PS Diesel RxL,94784,Gurgaon,1,3.85
2712,Maruti,Alto_800,2018,VXI,47361,Gurgaon,1,3.22
2713,Maruti,Ignis,2017,1.2 Alpha BSIV,45528,Gurgaon,1,5.13
2714,Maruti,Swift,2015,VXI,80575,Gurgaon,1,4.2
2715,Maruti,Swift,2017,LDI Optional,82011,Gurgaon,1,4.19
2716,Maruti,Ciaz,2019,Alpha BSIV,33206,Gurgaon,1,9.2
2717,Maruti,Swift,2016,ZXI BSIV,87436,Gurgaon,1,4.91
2718,Hyundai,i20,2016,Sportz 1.2,60156,Gurgaon,1,5.41
2719,Maruti,Alto_800,2018,LXI,44711,Gurgaon,1,3.12
2720,Maruti,Baleno,2016,1.2 Delta,54859,Gurgaon,1,5.1
2721,Toyota,Innova_Crysta,2017,2.8 GX AT BSIV,96927,Gurgaon,1,15.59
2722,Mahindra,Marazzo,2018,M6,21211,Gurgaon,1,9.75
2723,Maruti,Swift_Dzire,2014,VDI,85923,Gurgaon,1,4.05
2724,Hyundai,i10,2015,Sportz 1.1L,33373,Gurgaon,1,3.89
2725,Honda,City,2018,i-VTEC V,35364,Gurgaon,1,8.6
2726,Maruti,Alto_K10,2019,VXI,37704,Gurgaon,1,4.1
2727,Renault,KWID,2017,RXT,23244,Gurgaon,1,3.4
2728,Maruti,Swift,2013,VDI,76327,Gurgaon,1,3.3
2729,Hyundai,Creta,2016,1.6 VTVT SX Plus,101914,Gurgaon,1,8.05
2730,Tata,Harrier,2019,XT BSIV,95964,Gurgaon,1,12.7
2731,Maruti,Ciaz,2018,1.4 Sigma,19880,Gurgaon,1,7.8
2732,Renault,KWID,2020,1.0 RXT Opt,12390,Gurgaon,1,4.14
2733,Renault,KWID,2016,RXL,41130,Gurgaon,1,2.6
2734,Renault,KWID,2020,RXL BSIV,9784,Gurgaon,1,3.86
2735,Maruti,Wagon_R,2017,VXI BS IV,52015,Gurgaon,1,4.17
2736,Renault,KWID,2017,RXL,39344,Gurgaon,1,2.7
2737,Volkswagen,Polo,2017,GT TSI,49916,Gurgaon,1,7.03
2738,Tata,Altroz,2021,XM plus,13763,Gurgaon,1,6.9
2739,Maruti,Baleno,2020,Delta,31473,Gurgaon,1,6.76
2740,Honda,WR-V,2019,i-VTEC VX,45197,Gurgaon,1,8.4
2741,Hyundai,i20,2017,1.2 Magna Executive,52401,Gurgaon,1,5.15
2742,Hyundai,Creta,2016,1.6 VTVT Base,62858,Gurgaon,1,7.48
2743,Mahindra,XUV500,2017,AT W6 1.99 mHawk,74429,Gurgaon,1,10.75
2744,Hyundai,i20,2015,Magna 1.2,66532,Gurgaon,1,4.9
2745,Volkswagen,Ameo,2017,1.2 MPI Trendline,44242,Gurgaon,1,4.25
2746,Maruti,Swift,2013,VDI,61837,Gurgaon,1,2.81
2747,Honda,Jazz,2015,1.2 VX i VTEC,70210,Gurgaon,1,4.85
2748,Hyundai,i20,2016,Magna 1.2,68630,Gurgaon,1,4.96
2749,Tata,Tigor,2018,Buzz Petrol,36084,Gurgaon,1,5.2
2750,Maruti,Ciaz,2019,Delta BSIV,34355,Gurgaon,1,8.11
2751,Maruti,Alto_K10,2018,VXI,46968,Gurgaon,1,3.4
2752,Maruti,Alto,2020,LXi,27558,Gurgaon,1,3.5
2753,Maruti,Baleno,2017,1.2 Alpha,75884,Gurgaon,1,5.71
2754,Hyundai,Creta,2017,1.6 VTVT AT SX Plus,91147,Gurgaon,1,9.8
2755,Maruti,Alto_800,2020,LXI,19766,Gurgaon,1,3.33
2756,Maruti,Alto_800,2018,VXI,52387,Gurgaon,1,3.4
2757,MG,Hector,2019,Sharp DCT,34880,Gurgaon,1,16.61
2758,Mahindra,Scorpio,2017,1.99 S10,91876,Gurgaon,1,10.71
2759,Hyundai,Verna,2012,1.6 SX,97714,Gurgaon,1,3.8
2760,Maruti,Celerio,2017,ZXI AMT BSIV,51677,Gurgaon,1,4.46
2761,Hyundai,i20,2016,Sportz 1.2,86321,Gurgaon,1,5.06
2762,Maruti,Swift,2015,ZXI BSIV,37946,Gurgaon,1,4.61
2763,Maruti,Ciaz,2018,Alpha BSIV,50746,Gurgaon,1,8.2
2764,Maruti,Ciaz,2015,ZDi Plus,31634,Gurgaon,1,5.4
2765,Mahindra,Scorpio,2018,S7 120,39361,Gurgaon,1,11.94
2766,Renault,Captur,2018,1.5 Diesel Platine,62846,Gurgaon,1,7.57
2767,Mahindra,XUV500,2016,W10 1.99 mHawk,108939,Gurgaon,1,9.32
2768,Maruti,Swift,2017,VDI Optional,89538,Gurgaon,1,4.31
2769,Hyundai,i20,2017,1.4 Sportz,48989,Gurgaon,1,6.19
2770,Maruti,Alto_800,2020,LXI,10760,Gurgaon,1,3.77
2771,Honda,Amaze,2019,VX CVT i-VTEC,23750,Gurgaon,1,7.77
2772,Skoda,Octavia,2019,1.8 TSI AT Style,11555,Gurgaon,1,18.15
2773,Honda,City,2016,i VTEC V,63888,Gurgaon,1,6.77
2774,Hyundai,Grand_i10,2019,1.2 Kappa Sportz BSIV,14670,Gurgaon,1,5.41
2775,Maruti,Baleno,2016,1.2 CVT Delta,72796,Gurgaon,1,5.4
2776,Maruti,Celerio,2017,VXI CNG BSIV,46534,Gurgaon,1,4.39
2777,Mahindra,Scorpio,2018,S5 BSIV,67765,Gurgaon,1,10.62
2778,Maruti,Alto_800,2020,VXI,16972,Gurgaon,1,3.95
2779,Mahindra,Scorpio,2020,S11,27393,Gurgaon,1,18.77
2780,Maruti,Vitara_Brezza,2021,LXI,16938,Gurgaon,1,7.8
2781,Hyundai,EON,2013,Magna Plus,64244,Gurgaon,1,2.7
2782,Maruti,Wagon_R,2015,LXI BS IV,54431,Gurgaon,1,3.56
2783,Maruti,Ciaz,2015,VDi Plus SHVS,119735,Gurgaon,1,4.63
2784,Maruti,Ciaz,2018,Alpha BSIV,32480,Gurgaon,1,8.19
2785,Maruti,Alto_K10,2014,VXI,21191,Gurgaon,1,2.9
2786,Mahindra,Scorpio,2020,S11,31462,Gurgaon,1,16.9
2787,Maruti,Alto_800,2018,LXI,25508,Gurgaon,1,3.35
2788,Renault,Captur,2018,1.5 Petrol RXL,15245,Gurgaon,1,7.45
2789,Renault,Kiger,2021,RXT AMT,5799,Gurgaon,1,8.02
2790,Hyundai,Venue,2019,SX Plus Turbo DCT BSIV,11532,Gurgaon,1,10.72
2791,Tata,Nexon,2021,XZA Plus AMT,11125,Gurgaon,1,10.9
2792,Maruti,Baleno,2018,1.2 Zeta,56387,Gurgaon,1,6.1
2793,Honda,Jazz,2015,1.5 SV i DTEC,118769,Gurgaon,1,3.79
2794,Maruti,Celerio,2017,Green VXI,89263,Gurgaon,1,4.49
2795,Honda,Civic,2019,VX Diesel,48523,Gurgaon,1,14.5
2796,Maruti,Baleno,2018,1.2 Zeta,46804,Gurgaon,1,6.14
2797,Hyundai,i20,2018,1.2 Spotz,69239,Gurgaon,1,5.65
2798,Maruti,Alto_800,2021,LXI S-CNG,24100,Gurgaon,1,4.7
2799,MG,Hector,2019,Sharp DCT,7416,Gurgaon,1,17.65
2800,Maruti,Baleno,2019,1.2 Zeta,34103,Gurgaon,1,6.83
2801,Tata,Nexon,2019,KRAZ,36477,Gurgaon,1,7.5
2802,Mahindra,Thar,2017,CRDe,29724,Gurgaon,1,7.71
2803,Maruti,Baleno,2016,1.2 CVT Delta,50404,Gurgaon,1,5.7
2804,Honda,City,2014,i VTEC SV,92350,Gurgaon,1,4.95
2805,Hyundai,Venue,2019,SX Plus Turbo DCT BSIV,22168,Gurgaon,1,9.78
2806,Renault,KWID,2020,1.0 RXT Opt,22770,Gurgaon,1,4.2
2807,Tata,Nexon,2021,XZ Plus S,16150,Gurgaon,1,10.5
2808,Maruti,Vitara_Brezza,2018,ZDi AMT,77731,Gurgaon,1,7.9
2809,Maruti,Baleno,2017,1.2 Delta,39608,Gurgaon,1,5.85
2810,Toyota,Corolla_Altis,2014,G MT,74610,Gurgaon,1,7.48
2811,Hyundai,i20,2015,Sportz 1.2,58964,Gurgaon,1,4.81
2812,Maruti,Baleno,2018,1.2 Alpha,31939,Gurgaon,1,6.58
2813,Honda,City,2019,i-VTEC ZX,21992,Gurgaon,1,11.25
2814,Mahindra,Thar,2017,CRDe,32179,Gurgaon,1,7.67
2815,Toyota,Innova_Crysta,2020,2.4 GX 7 STR AT,76317,Gurgaon,1,19.39
2816,Maruti,Swift_Dzire,2012,VXI,36233,Gurgaon,1,3.38
2817,Hyundai,Grand_i10,2018,1.2 Kappa Sportz BSIV,35277,Gurgaon,1,4.72
2818,Honda,City,2015,i VTEC V,49270,Gurgaon,1,6.48
2819,Mahindra,XUV500,2015,W6 2WD,47678,Gurgaon,1,6.9
2820,Renault,KWID,2017,RXT,32916,Gurgaon,1,2.9
2821,Jeep,Compass,2018,1.4 Sport,37152,Gurgaon,1,11.3
2822,Hyundai,Grand_i10,2017,1.2 Kappa Sportz Option AT,65221,Gurgaon,1,5.09
2823,Renault,KWID,2017,1.0 RXT,37317,Gurgaon,1,3.1
2824,Renault,Triber,2020,RXZ,13442,Gurgaon,1,7.05
2825,Hyundai,Creta,2017,1.6 CRDi SX,43146,Gurgaon,1,9.83
2826,Maruti,Swift_Dzire,2016,LXI Option,94376,Gurgaon,1,3.95
2827,Hyundai,i20,2017,Magna 1.2,36633,Gurgaon,1,5.48
2828,Maruti,Swift_Dzire,2013,VDI,78875,Gurgaon,1,3.55
2829,Renault,KWID,2020,1.0 RXT Opt,27797,Gurgaon,1,4.2
2830,Nissan,Kicks,2021,1.5 XV,9799,Gurgaon,1,9.48
2831,Maruti,Baleno,2018,1.2 Delta,42229,Gurgaon,1,5.7
2832,Maruti,Baleno,2017,1.2 Alpha,88314,Gurgaon,1,5.87
2833,Maruti,Swift,2018,VXI,59921,Gurgaon,1,5.39
2834,Maruti,Baleno,2017,1.2 Delta,51196,Gurgaon,1,5.5
2835,Renault,Kiger,2021,RXL,22845,Gurgaon,1,6.71
2836,Hyundai,i20,2018,1.2 Spotz,28886,Gurgaon,1,6.28
2837,Maruti,Baleno,2015,1.3 Alpha,65799,Gurgaon,1,4.82
2838,Nissan,Micra,2017,XL CVT,37204,Gurgaon,1,4.35
2839,Maruti,Wagon_R,2019,LXI CNG,71662,Gurgaon,1,5.7
2840,Honda,City,2014,i DTEC E,90402,Gurgaon,1,3.57
2841,Honda,Brio,2015,S MT,29460,Gurgaon,1,3.45
2842,Maruti,Baleno,2015,1.2 Delta,47224,Gurgaon,1,5.15
2843,Nissan,Sunny,2012,XE P,18817,Gurgaon,1,2.4
2844,Honda,City,2018,i-VTEC CVT ZX,48954,Gurgaon,1,10.7
2845,Maruti,Alto_K10,2018,VXI,28947,Gurgaon,1,3.65
2846,Maruti,Baleno,2018,1.2 Zeta,45328,Gurgaon,1,6.2
2847,Maruti,Swift_Dzire,2015,LDI,66874,Gurgaon,1,3.91
2848,Hyundai,i20,2015,Sportz 1.2,47357,Gurgaon,1,5.22
2849,Maruti,Alto_800,2015,VXI,59500,Gurgaon,1,2.75
2850,Maruti,Swift,2015,VVT VXI,29981,Gurgaon,1,4.42
2851,Hyundai,i20,2020,Magna Plus,19428,Gurgaon,1,6.39
2852,Hyundai,Grand_i10,2020,Magna Corp Edition,2384,Gurgaon,1,6.21
2853,Renault,KWID,2016,1.0 RXT Optional,37084,Gurgaon,1,2.7
2854,Maruti,Swift,2017,VDI,117680,Gurgaon,1,3.96
2855,Honda,Brio,2012,S MT,52237,Gurgaon,1,2.3
2856,Renault,KWID,2017,1.0 RXT Optional,37532,Gurgaon,1,3.15
2857,Ford,Ecosport,2017,1.5 Diesel Ambiente BSIV,79121,Gurgaon,1,6.78
2858,Renault,KWID,2018,RXL,45856,Gurgaon,1,2.9
2859,Honda,City,2014,i DTEC S,70491,Gurgaon,1,3.74
2860,Maruti,Swift,2018,AMT VDI,91221,Gurgaon,1,6.15
2861,Renault,KWID,2016,RXT Optional,57275,Gurgaon,1,2.65
2862,Mahindra,XUV500,2019,W11 AT BSIV,60150,Gurgaon,1,15.77
2863,Hyundai,Creta,2018,1.4 E Plus,49141,Gurgaon,1,8.86
2864,Maruti,Swift,2018,AMT ZXI,62215,Gurgaon,1,6.31
2865,Maruti,Wagon_R,2018,CNG LXI BSIV,57593,Gurgaon,1,4.85
2866,Tata,Tiago,2018,1.2 Revotron XZ,82365,Gurgaon,1,3.97
2867,Hyundai,i10,2016,Sportz 1.1L,53928,Gurgaon,1,3.45
2868,Maruti,Swift,2015,VDI BSIV,78790,Gurgaon,1,3.43
2869,Mahindra,KUV_100,2016,mFALCON D75 K8,57178,Gurgaon,1,3.48
2870,Mahindra,Thar,2017,CRDe,42218,Gurgaon,1,7.46
2871,Renault,KWID,2016,1.0 RXT Optional,36869,Gurgaon,1,2.85
2872,Maruti,Baleno,2018,1.2 Zeta,29684,Gurgaon,1,6.46
2873,Maruti,Swift,2015,VXI,114456,Gurgaon,1,4.02
2874,Renault,Duster,2012,85PS Diesel RxL Optional,137227,Gurgaon,1,2.65
2875,Honda,Amaze,2014,EX i-Dtech,103041,Gurgaon,1,2.85
2876,Maruti,Baleno,2018,1.2 Alpha,9541,Gurgaon,1,7.19
2877,Renault,KWID,2016,RXL,88772,Gurgaon,1,2.0
2878,Honda,Brio,2015,S MT,56901,Gurgaon,1,3.4
2879,Hyundai,i20,2013,Asta 1.4 CRDi,38720,Gurgaon,1,3.44
2880,Maruti,Vitara_Brezza,2021,ZXI,7863,Gurgaon,1,10.1
2881,Maruti,Baleno,2017,1.2 Zeta,48715,Gurgaon,1,6.11
2882,Maruti,Baleno,2020,Zeta,31736,Gurgaon,1,7.44
2883,Maruti,Swift,2017,VXI,27312,Gurgaon,1,5.01
2884,Honda,City,2016,i VTEC E,17284,Gurgaon,1,6.55
2885,Maruti,Wagon_R,2016,VXI,67523,Gurgaon,1,3.66
2886,Maruti,Swift,2017,LXI Optional-O,47786,Gurgaon,1,4.35
2887,Maruti,Alto_K10,2018,VXI,40244,Gurgaon,1,3.6
2888,Honda,WR-V,2017,i-VTEC S,26290,Gurgaon,1,6.7
2889,Toyota,Innova_Crysta,2017,2.8 ZX AT BSIV,83409,Gurgaon,1,18.34
2890,Renault,KWID,2017,RXL,15581,Gurgaon,1,2.85
2891,Maruti,Swift,2015,VVT VXI,43832,Gurgaon,1,4.4
2892,Mahindra,XUV300,2019,W6 BSIV,26170,Gurgaon,1,8.02
2893,Maruti,Swift,2013,VXI,109580,Gurgaon,1,3.27
2894,Hyundai,Creta,2017,1.4 CRDi S,74824,Gurgaon,1,8.62
2895,Tata,Tiago,2021,XZ Plus,4486,Gurgaon,1,6.4
2896,Renault,KWID,2018,1.0 RXL,21885,Gurgaon,1,3.3
2897,Maruti,Wagon_R,2015,VXI BS IV,90594,Gurgaon,1,3.26
2898,Maruti,Alto_K10,2019,VXI Optional,34138,Gurgaon,1,3.85
2899,Datsun,RediGO,2016,S,38481,Gurgaon,1,2.16
2900,Hyundai,i20,2018,1.2 Magna Executive,33726,Gurgaon,1,5.33
2901,Maruti,Baleno,2019,Delta,19636,Gurgaon,1,5.95
2902,Tata,Tiago,2018,1.2 Revotron XE,29190,Gurgaon,1,4.18
2903,Datsun,GO,2015,T BSIV,40056,Gurgaon,1,2.12
2904,Maruti,Alto_800,2017,LXI,62980,Gurgaon,1,2.35
2905,Maruti,Baleno,2016,1.2 Delta,30458,Gurgaon,1,5.25
2906,Honda,Brio,2013,S MT,48966,Gurgaon,1,2.62
2907,Maruti,Ignis,2017,1.2 Zeta BSIV,39627,Gurgaon,1,4.63
2908,Maruti,Swift,2012,VXI,110698,Gurgaon,1,3.05
2909,Maruti,Swift_Dzire,2011,1.2 ZXi BSIV,92113,Gurgaon,1,2.75
2910,Maruti,Alto_800,2017,LXI,21757,Gurgaon,1,3.43
2911,Maruti,Wagon_R,2016,LXI BS IV,30208,Gurgaon,1,3.72
2912,Maruti,Wagon_R,2011,LXI BS IV,90248,Gurgaon,1,2.06
2913,Honda,Amaze,2017,S i-VTEC,93108,Gurgaon,1,4.45
2914,Maruti,Swift,2015,VXI,59186,Gurgaon,1,4.05
2915,Hyundai,Grand_i10,2021,Magna CNG,11729,Gurgaon,1,7.11
2916,Ford,Ecosport,2017,1.5 Diesel Trend BSIV,84015,Gurgaon,1,5.32
2917,Mahindra,XUV500,2017,W10 1.99 mHawk,11513,Gurgaon,1,12.31
2918,Volkswagen,Polo,2016,GT TSI,81714,Gurgaon,1,4.75
2919,Maruti,Baleno,2016,1.2 Delta,22784,Gurgaon,1,5.65
2920,Toyota,Corolla_Altis,2018,1.8 VL CVT,64761,Gurgaon,1,14.47
2921,Maruti,Swift,2015,VDI,114389,Gurgaon,1,3.55
2922,Maruti,Swift_Dzire,2013,VDI,68713,Gurgaon,1,3.04
2923,Maruti,Ciaz,2015,VDi Plus SHVS,79012,Gurgaon,1,4.56
2924,Honda,City,2020,VX MT,23290,Gurgaon,1,11.12
2925,Renault,KWID,2017,RXL 02 Anniversary Edition,17179,Gurgaon,1,2.67
2926,Jeep,Compass,2019,1.4 Sport,2149,Gurgaon,1,14.33
2927,MG,Hector_Plus,2021,Sharp CVT,9932,Gurgaon,1,19.4
2928,Maruti,Alto_K10,2014,VXI,81808,Gurgaon,1,2.69
2929,Ford,Ecosport,2014,1.5 DV5 MT Titanium,85921,Gurgaon,1,3.84
2930,Datsun,GO,2016,T,81793,Gurgaon,1,2.42
2931,Honda,City,2018,i-VTEC V,26529,Gurgaon,1,8.54
2932,Maruti,Celerio,2015,ZXI,83206,Gurgaon,1,3.3
2933,Honda,City,2015,i VTEC VX,33830,Gurgaon,1,7.12
2934,Honda,Amaze,2014,EX i-Vtech,76465,Gurgaon,1,3.51
2935,Honda,Amaze,2016,SX i-VTEC,25948,Gurgaon,1,4.7
2936,Maruti,Baleno,2017,1.2 Delta,51761,Gurgaon,1,5.45
2937,Honda,Civic,2019,V,10337,Gurgaon,1,15.8
2938,Maruti,Wagon_R,2014,CNG LXI,80904,Gurgaon,1,2.98
2939,Mahindra,XUV500,2015,W6 2WD,104537,Gurgaon,1,6.1
2940,Maruti,Swift,2015,VDI BSIV,76685,Gurgaon,1,3.68
